datetime,buoy,longitude,latitude,u,v,speed,depth,u_wind,v_wind
2020-05-01 00:00:00,2020R12,16.48229,83.80425,0.016903121473670707,-0.01569209824617943,0.023064203062785744,-3998.401613836307,4.4019999504089355,1.9299999475479126
2020-05-01 01:00:00,2020R12,16.48465,83.80364,0.010879174579507414,-0.012070019908372502,0.016249363683538777,-3998.390097942536,4.250999927520752,2.3239998817443848
2020-05-01 02:00:00,2020R12,16.48897,83.80345,0.014511466003246556,-0.0031683957804105487,0.014853328831770473,-3998.306907351961,4.197000026702881,2.617000102996826
2020-05-01 03:00:00,2020R12,16.49356,83.80343,0.01662878176280882,0.0018106809190331112,0.016727072317224964,-3998.20706784313,3.9590001106262207,2.861999988555908
2020-05-01 04:00:00,2020R12,16.49918,83.80357,0.01998322171554817,0.007845814616037434,0.02146825463613618,-3998.0754928316583,3.7109999656677246,3.0510001182556152
2020-05-01 05:00:00,2020R12,16.50583,83.80395,0.024525343089243496,0.01569164094306544,0.02911563238418825,-3997.9058093166755,3.328000068664551,3.305000066757202
2020-05-01 06:00:00,2020R12,16.51424,83.80461,0.030286873844680137,0.024593494475562878,0.039014544695576185,-3997.683504433345,2.822000026702881,3.7860000133514404
2020-05-01 07:00:00,2020R12,16.52443,83.80558,0.03153711148899971,0.02972255688247722,0.04333612567710329,-3997.4098128543,2.614000082015991,4.570000171661377
2020-05-01 08:00:00,2020R12,16.53361,83.80658,0.023963425770656882,0.027760645712430927,0.036672867695844186,-3997.177049725413,2.428999900817871,5.151000022888184
2020-05-01 09:00:00,2020R12,16.53915,83.80742,0.013331069009989002,0.025497891294407174,0.0287725539605106,-3997.0305872659023,2.2079999446868896,5.355999946594238
2020-05-01 10:00:00,2020R12,16.5418,83.80827,-0.0015935751306556407,0.02398952689547702,0.02404239760019494,-3996.9429623137476,1.315999984741211,5.184000015258789
2020-05-01 11:00:00,2020R12,16.53817,83.80901,-0.023658753272016393,0.02097338862672255,0.03161676196060693,-3996.9837631090286,0.6060000061988831,4.703999996185303
2020-05-01 12:00:00,2020R12,16.52726,83.80966,-0.04270951632943949,0.01961563209221788,0.0469986787843223,-3997.1758422782327,-0.2160000056028366,4.354000091552734
2020-05-01 13:00:00,2020R12,16.51192,83.81031,-0.05259710556531674,0.019162096703220485,0.05597893768117297,-3997.4458345047747,-1.2619999647140503,4.505000114440918
2020-05-01 14:00:00,2020R12,16.49493,83.81093,-0.05355237685338876,0.017048561374120107,0.05620062732367414,-3997.7360894769836,-2.056999921798706,5.056000232696533
2020-05-01 15:00:00,2020R12,16.479,83.81144,-0.045626853629076786,0.012973865749101237,0.04743554537016413,-3998.0108633720024,-2.2219998836517334,5.809000015258789
2020-05-01 16:00:00,2020R12,16.46688,83.81179,-0.029814728847964996,0.0060335226543523825,0.03041909682910161,-3998.2222005789718,-1.6859999895095825,6.261000156402588
2020-05-01 17:00:00,2020R12,16.46067,83.81184,-0.01317481644920393,-0.005733804259117021,0.014368448063450797,-3998.3370210771704,-0.8090000152587891,6.021999835968018
2020-05-01 18:00:00,2020R12,16.45878,83.81141,-0.0029601769834601945,-0.01961400493417699,0.019836124554240095,-3998.3990234984376,-0.0989999994635582,5.436999797821045
2020-05-01 19:00:00,2020R12,16.45885,83.81054,-0.0015783470755454353,-0.03017532034008194,0.030216570571748307,-3998.460136314737,0.26899999380111694,4.679999828338623
2020-05-01 20:00:00,2020R12,16.45781,83.80941,-0.006525380347246293,-0.03485243509120994,0.03545804309974297,-3998.5604641266355,0.2669999897480011,3.9560000896453857
2020-05-01 21:00:00,2020R12,16.45484,83.80823,-0.01165250228476205,-0.03138228293172573,0.03347578963225914,-3998.7029498548304,0.21299999952316284,3.3289999961853027
2020-05-01 22:00:00,2020R12,16.45065,83.80733,-0.016993166297203918,-0.025196168489063576,0.030391028402041734,-3998.8659172531334,-0.777999997138977,4.863999843597412
2020-05-01 23:00:00,2020R12,16.4444,83.80656,-0.022855340812354245,-0.020820745394054457,0.030917148031681472,-3999.0705868747154,-0.8429999947547913,4.294000148773193
2020-05-02 00:00:00,2020R12,16.43661,83.80595,-0.028296144269454704,-0.022027641696934955,0.03585929139353344,-3999.3002120741317,-0.6589999794960022,3.8399999141693115
2020-05-02 01:00:00,2020R12,16.42702,83.8051,-0.02911243193340831,-0.021877551120609174,0.036416492638805836,-3999.611846606666,-0.6840000152587891,3.5290000438690186
2020-05-02 02:00:00,2020R12,16.41873,83.8045,-0.02397007024369257,-0.018709197543966508,0.030407208688511978,-3999.9068212997495,-0.7390000224113464,3.121000051498413
2020-05-02 03:00:00,2020R12,16.4123,83.80386,-0.018110144605083693,-0.02625297817266075,0.031893513455736475,-4000.163722756489,-0.6830000281333923,2.621999979019165
2020-05-02 04:00:00,2020R12,16.40761,83.80276,-0.010309990751733283,-0.03651268727411705,0.037940377453028785,-4000.432783066766,-0.41600000858306885,2.2769999504089355
2020-05-02 05:00:00,2020R12,16.40597,83.80144,-0.0005365421762918085,-0.043151098920180674,0.04315443448275227,-4000.660747598056,-0.02500000037252903,1.7860000133514404
2020-05-02 06:00:00,2020R12,16.40728,83.7999,0.007480852811066772,-0.04752647929719142,0.04811163469647659,-4000.8604561193933,0.4950000047683716,0.9309999942779541
2020-05-02 07:00:00,2020R12,16.41056,83.79829,0.012454125330511578,-0.049487978090186846,0.05103102206700257,-4000.992820572149,0.7549999952316284,-0.11299999803304672
2020-05-02 08:00:00,2020R12,16.41492,83.79662,0.012962053339939607,-0.050091770024735055,0.051741668421093505,-4001.104237902223,0.8009999990463257,-0.8920000195503235
